FilePath,FileName,DateCreate,DateModify,Status
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月08日_d3,T-MTF_2022.10.08_d3.csv,2022.10.08,08/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月09日_d3,T-MTF_2022.10.09_d3.csv,2022.10.09,09/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月10日_d3,T-MTF_2022.10.10_d3.csv,2022.10.10,10/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月11日_d3,T-MTF_2022.10.11_d3.csv,2022.10.11,11/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月12日_d3,T-MTF_2022.10.12_d3.csv,2022.10.12,12/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月13日_d3,T-MTF_2022.10.13_d3.csv,2022.10.13,13/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月14日_d3,T-MTF_2022.10.14_d3.csv,2022.10.14,14/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月15日_d3,T-MTF_2022.10.15_d3.csv,2022.10.15,15/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月17日_d3,T-MTF_2022.10.17_d3.csv,2022.10.17,17/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月18日_d3,T-MTF_2022.10.18_d3.csv,2022.10.18,18/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月19日_d3,T-MTF_2022.10.19_d3.csv,2022.10.19,19/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月20日_d3,T-MTF_2022.10.20_d3.csv,2022.10.20,20/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月21日_d3,T-MTF_2022.10.21_d3.csv,2022.10.21,21/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月22日_d3,T-MTF_2022.10.22_d3.csv,2022.10.22,22/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月23日_d3,T-MTF_2022.10.23_d3.csv,2022.10.23,23/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月24日_d3,T-MTF_2022.10.24_d3.csv,2022.10.24,24/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月25日_d3,T-MTF_2022.10.25_d3.csv,2022.10.25,25/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月26日_d3,T-MTF_2022.10.26_d3.csv,2022.10.26,26/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月27日_d3,T-MTF_2022.10.27_d3.csv,2022.10.27,27/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月28日_d3,T-MTF_2022.10.28_d3.csv,2022.10.28,28/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月29日_d3,T-MTF_2022.10.29_d3.csv,2022.10.29,29/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月30日_d3,T-MTF_2022.10.30_d3.csv,2022.10.30,30/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年10月31日_d3,T-MTF_2022.10.31_d3.csv,2022.10.31,31/10/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月05日_d3,T-MTF_2022.09.05_d3.csv,2022.09.05,05/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月06日_d3,T-MTF_2022.09.06_d3.csv,2022.09.06,06/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月07日_d3,T-MTF_2022.09.07_d3.csv,2022.09.07,07/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月08日_d3,T-MTF_2022.09.08_d3.csv,2022.09.08,08/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月09日_d3,T-MTF_2022.09.09_d3.csv,2022.09.09,09/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月10日_d3,T-MTF_2022.09.10_d3.csv,2022.09.10,10/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月11日_d3,T-MTF_2022.09.11_d3.csv,2022.09.11,11/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月12日_d3,T-MTF_2022.09.12_d3.csv,2022.09.12,12/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月13日_d3,T-MTF_2022.09.13_d3.csv,2022.09.13,13/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月14日_d3,T-MTF_2022.09.14_d3.csv,2022.09.14,14/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月15日_d3,T-MTF_2022.09.15_d3.csv,2022.09.15,15/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月16日_d3,T-MTF_2022.09.16_d3.csv,2022.09.16,16/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月17日_d3,T-MTF_2022.09.17_d3.csv,2022.09.17,17/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月18日_d3,T-MTF_2022.09.18_d3.csv,2022.09.18,18/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月19日_d3,T-MTF_2022.09.19_d3.csv,2022.09.19,19/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月20日_d3,T-MTF_2022.09.20_d3.csv,2022.09.20,20/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月21日_d3,T-MTF_2022.09.21_d3.csv,2022.09.21,21/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月22日_d3,T-MTF_2022.09.22_d3.csv,2022.09.22,22/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月23日_d3,T-MTF_2022.09.23_d3.csv,2022.09.23,23/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月24日_d3,T-MTF_2022.09.24_d3.csv,2022.09.24,24/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月25日_d3,T-MTF_2022.09.25_d3.csv,2022.09.25,25/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月26日_d3,T-MTF_2022.09.26_d3.csv,2022.09.26,26/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月27日_d3,T-MTF_2022.09.27_d3.csv,2022.09.27,27/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月28日_d3,T-MTF_2022.09.28_d3.csv,2022.09.28,28/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月29日_d3,T-MTF_2022.09.29_d3.csv,2022.09.29,29/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年09月30日_d3,T-MTF_2022.09.30_d3.csv,2022.09.30,30/09/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月02日_d3,T-MTF_2022.08.02_d3.csv,2022.08.02,02/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月03日_d3,T-MTF_2022.08.03_d3.csv,2022.08.03,03/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月04日_d3,T-MTF_2022.08.04_d3.csv,2022.08.04,04/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月05日_d3,T-MTF_2022.08.05_d3.csv,2022.08.05,05/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月06日_d3,T-MTF_2022.08.06_d3.csv,2022.08.06,06/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月08日_d3,T-MTF_2022.08.08_d3.csv,2022.08.08,08/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月09日_d3,T-MTF_2022.08.09_d3.csv,2022.08.09,09/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月10日_d3,T-MTF_2022.08.10_d3.csv,2022.08.10,10/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月11日_d3,T-MTF_2022.08.11_d3.csv,2022.08.11,11/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月12日_d3,T-MTF_2022.08.12_d3.csv,2022.08.12,12/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月13日_d3,T-MTF_2022.08.13_d3.csv,2022.08.13,13/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月15日_d3,T-MTF_2022.08.15_d3.csv,2022.08.15,15/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月16日_d3,T-MTF_2022.08.16_d3.csv,2022.08.16,16/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月17日_d3,T-MTF_2022.08.17_d3.csv,2022.08.17,17/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月18日_d3,T-MTF_2022.08.18_d3.csv,2022.08.18,18/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月19日_d3,T-MTF_2022.08.19_d3.csv,2022.08.19,19/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月20日_d3,T-MTF_2022.08.20_d3.csv,2022.08.20,20/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月21日_d3,T-MTF_2022.08.21_d3.csv,2022.08.21,21/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月22日_d3,T-MTF_2022.08.22_d3.csv,2022.08.22,22/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月23日_d3,T-MTF_2022.08.23_d3.csv,2022.08.23,23/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月24日_d3,T-MTF_2022.08.24_d3.csv,2022.08.24,24/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月25日_d3,T-MTF_2022.08.25_d3.csv,2022.08.25,25/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月26日_d3,T-MTF_2022.08.26_d3.csv,2022.08.26,26/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月27日_d3,T-MTF_2022.08.27_d3.csv,2022.08.27,27/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月28日_d3,T-MTF_2022.08.28_d3.csv,2022.08.28,28/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月29日_d3,T-MTF_2022.08.29_d3.csv,2022.08.29,29/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月30日_d3,T-MTF_2022.08.30_d3.csv,2022.08.30,30/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年08月31日_d3,T-MTF_2022.08.31_d3.csv,2022.08.31,31/08/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月01日_d3,T-MTF_2022.07.01_d3.csv,2022.07.01,01/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月04日_d3,T-MTF_2022.07.04_d3.csv,2022.07.04,04/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月05日_d3,T-MTF_2022.07.05_d3.csv,2022.07.05,05/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月06日_d3,T-MTF_2022.07.06_d3.csv,2022.07.06,06/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月07日_d3,T-MTF_2022.07.07_d3.csv,2022.07.07,07/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月08日_d3,T-MTF_2022.07.08_d3.csv,2022.07.08,08/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月09日_d3,T-MTF_2022.07.09_d3.csv,2022.07.09,09/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月10日_d3,T-MTF_2022.07.10_d3.csv,2022.07.10,10/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月12日_d3,T-MTF_2022.07.12_d3.csv,2022.07.12,12/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月13日_d3,T-MTF_2022.07.13_d3.csv,2022.07.13,13/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月14日_d3,T-MTF_2022.07.14_d3.csv,2022.07.14,14/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月15日_d3,T-MTF_2022.07.15_d3.csv,2022.07.15,15/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月16日_d3,T-MTF_2022.07.16_d3.csv,2022.07.16,16/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月18日_d3,T-MTF_2022.07.18_d3.csv,2022.07.18,18/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月19日_d3,T-MTF_2022.07.19_d3.csv,2022.07.19,19/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月20日_d3,T-MTF_2022.07.20_d3.csv,2022.07.20,20/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月21日_d3,T-MTF_2022.07.21_d3.csv,2022.07.21,21/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月22日_d3,T-MTF_2022.07.22_d3.csv,2022.07.22,22/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月24日_d3,T-MTF_2022.07.24_d3.csv,2022.07.24,24/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月25日_d3,T-MTF_2022.07.25_d3.csv,2022.07.25,25/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月26日_d3,T-MTF_2022.07.26_d3.csv,2022.07.26,26/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月27日_d3,T-MTF_2022.07.27_d3.csv,2022.07.27,27/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月28日_d3,T-MTF_2022.07.28_d3.csv,2022.07.28,28/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月29日_d3,T-MTF_2022.07.29_d3.csv,2022.07.29,29/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年07月30日_d3,T-MTF_2022.07.30_d3.csv,2022.07.30,30/07/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月01日_d3,T-MTF_2022.06.01_d3.csv,2022.06.01,01/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月02日_d3,T-MTF_2022.06.02_d3.csv,2022.06.02,02/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月03日_d3,T-MTF_2022.06.03_d3.csv,2022.06.03,03/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月06日_d3,T-MTF_2022.06.06_d3.csv,2022.06.06,06/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月10日_d3,T-MTF_2022.06.10_d3.csv,2022.06.10,10/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月11日_d3,T-MTF_2022.06.11_d3.csv,2022.06.11,11/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月13日_d3,T-MTF_2022.06.13_d3.csv,2022.06.13,13/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月14日_d3,T-MTF_2022.06.14_d3.csv,2022.06.14,14/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月15日_d3,T-MTF_2022.06.15_d3.csv,2022.06.15,15/06/2022,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\22年06月16日_d3,T-MTF_2022.06.16_d3.csv,2022.06.16,16/06/2022,OK
