FilePath,FileName,NumberLine,Header,End,Status
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\21年01月04日_d3,T-MTF_2021.01.04_d3.csv,,,,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\21年01月07日_d3,T-MTF_2021.01.07_d3.csv,,,,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\21年01月08日_d3,T-MTF_2021.01.08_d3.csv,,,,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\21年01月11日_d3,T-MTF_2021.01.11_d3.csv,,,,OK
AA056SF,\\192.168.1.168\Tamron\Data_Inspc2\Inspection\d3\21年01月12日_d3,T-MTF_2021.01.12_d3.csv,,,,OK
