FilePath,FileName,NumberLine,Header,End,Status
AF044,\\192.168.2.23\d3\22年08月02日_d3,T-MTF_2022.08.02_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月04日_d3,T-MTF_2022.08.04_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月05日_d3,T-MTF_2022.08.05_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月06日_d3,T-MTF_2022.08.06_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月08日_d3,T-MTF_2022.08.08_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月09日_d3,T-MTF_2022.08.09_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月10日_d3,T-MTF_2022.08.10_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月11日_d3,T-MTF_2022.08.11_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月12日_d3,T-MTF_2022.08.12_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月13日_d3,T-MTF_2022.08.13_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月15日_d3,T-MTF_2022.08.15_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月16日_d3,T-MTF_2022.08.16_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月17日_d3,T-MTF_2022.08.17_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月18日_d3,T-MTF_2022.08.18_d3.csv,,,,OK
AF044,\\192.168.2.23\d3\22年08月19日_d3,T-MTF_2022.08.19_d3.csv,,,,OK
