FilePath,FileName,DateCreate,DateModify
AA062S,C:\Users\TA\OneDrive\Desktop\datatest\23年03月14日_d3,T-MTF_2023.03.14_d3.csv,2023.03.14,07/04/2023,NG
AA062S,C:\Users\TA\OneDrive\Desktop\datatest\23年03月20日_d3,T-MTF_2023.03.20_d3.csv,2023.03.20,21/03/2023,NG
