FilePath,FileName,DateCreate,DateModify,Status
AA062S,C:\Users\TA\OneDrive\Desktop\datatest\23年01月08日_d3,T-MTF_2023.01.08_d3.csv,2023.01.08,07/01/2023,NG
AA062S,C:\Users\TA\OneDrive\Desktop\datatest\23年01月19日_d3,T-MTF_2023.01.19_d3.csv,2023.01.19,18/01/2023,NG
AA062S,C:\Users\TA\OneDrive\Desktop\datatest\23年01月29日_d3,T-MTF_2023.01.29_d3.csv,2023.01.29,28/01/2023,NG
