FilePath,FileName,DateCreate,DateModify,Status
AA038,\\192.168.2.57\d3\22年08月02日_d3,T-MTF_2022.08.02_d3.csv,2022.08.02,02/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月04日_d3,T-MTF_2022.08.04_d3.csv,2022.08.04,04/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月05日_d3,T-MTF_2022.08.05_d3.csv,2022.08.05,05/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月06日_d3,T-MTF_2022.08.06_d3.csv,2022.08.06,06/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月09日_d3,T-MTF_2022.08.09_d3.csv,2022.08.09,09/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月10日_d3,T-MTF_2022.08.10_d3.csv,2022.08.10,10/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月11日_d3,T-MTF_2022.08.11_d3.csv,2022.08.11,11/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月12日_d3,T-MTF_2022.08.12_d3.csv,2022.08.12,12/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月13日_d3,T-MTF_2022.08.13_d3.csv,2022.08.13,13/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月15日_d3,T-MTF_2022.08.15_d3.csv,2022.08.15,15/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月16日_d3,T-MTF_2022.08.16_d3.csv,2022.08.16,16/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月17日_d3,T-MTF_2022.08.17_d3.csv,2022.08.17,17/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月18日_d3,T-MTF_2022.08.18_d3.csv,2022.08.18,18/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月19日_d3,T-MTF_2022.08.19_d3.csv,2022.08.19,19/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月20日_d3,T-MTF_2022.08.20_d3.csv,2022.08.20,20/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月22日_d3,T-MTF_2022.08.22_d3.csv,2022.08.22,22/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月23日_d3,T-MTF_2022.08.23_d3.csv,2022.08.23,23/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月24日_d3,T-MTF_2022.08.24_d3.csv,2022.08.24,24/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月25日_d3,T-MTF_2022.08.25_d3.csv,2022.08.25,25/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月26日_d3,T-MTF_2022.08.26_d3.csv,2022.08.26,26/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月27日_d3,T-MTF_2022.08.27_d3.csv,2022.08.27,27/08/2022,OK
AA038,\\192.168.2.57\d3\22年08月29日_d3,T-MTF_2022.08.29_d3.csv,2022.08.29,29/08/2022,OK
