FilePath,FileName,DateCreate,DateModify,Status
AA022N,\\192.168.2.93\d3n\23年04月10日_d3,T-MTF_2023.04.10_d3.csv,2023.04.10,10/04/2023,OK
AA022N,\\192.168.2.93\d3n\23年04月11日_d3,T-MTF_2023.04.11_d3.csv,2023.04.11,11/04/2023,OK
AA022N,\\192.168.2.93\d3n\23年04月14日_d3,T-MTF_2023.04.14_d3.csv,2023.04.14,14/04/2023,OK
