 FilePath,FileName,DateModify,Status
AA022N,\\192.168.2.93\Confign\Alignment\AlignmentFlgConfig.csv,AlignmentFlgConfig.csv,08:29 27/04/2016,OK
AA022N,\\192.168.2.93\Confign\Flare\flareViewerContainerConfig.csv,flareViewerContainerConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\General\measInfo.csv,measInfo.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\General\SystemInfo.csv,SystemInfo.csv,09:44 28/07/2016,OK
AA022N,\\192.168.2.93\Confign\MdDataSetSP\RankInfo.csv,RankInfo.csv,13:20 23/06/2016,OK
AA022N,\\192.168.2.93\Confign\MdDataSetSP\spVer.csv,spVer.csv,13:20 23/06/2016,OK
AA022N,\\192.168.2.93\Confign\ProcessControl\AFROM.csv,AFROM.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\ProcessControl\LensProc.csv,LensProc.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\ProcessControl\ProcCtr.csv,ProcCtr.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\CoordConfig.csv,CoordConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\EH10Z_SerialPortConfig.csv,EH10Z_SerialPortConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\EmountToolConfig.csv,EmountToolConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\IAI_SerialPortConfig.csv,IAI_SerialPortConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\IoConfig.csv,IoConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\IoSerialConfig.csv,IoSerialConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\MotorConfig.csv,MotorConfig.csv,16:06 09/09/2022,OK
AA022N,\\192.168.2.93\Confign\RS232C\MotorInitializeTurnConfig.csv,MotorInitializeTurnConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\MtrSerialConfig.csv,MtrSerialConfig.csv,15:08 30/03/2019,OK
AA022N,\\192.168.2.93\Confign\RS232C\NikonLensDriveConfig.csv,NikonLensDriveConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\TempMeterConfig.csv,TempMeterConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\UndaiConfig.csv,UndaiConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\RS232C\Undai_SerialPortConfig.csv,Undai_SerialPortConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\MID\alignmentConfig.csv,alignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\MID\balanceAlignmentConfig.csv,balanceAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\MID\CurveAlignmentConfig.csv,CurveAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\MID\FBAlignmentConfig.csv,FBAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\MID\MTFHaroAlignmentConfig.csv,MTFHaroAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\MID\SaAlignmentConfig.csv,SaAlignmentConfig.csv,13:00 10/05/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\TELE\alignmentConfig.csv,alignmentConfig.csv,15:40 06/04/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\TELE\balanceAlignmentConfig.csv,balanceAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\TELE\CurveAlignmentConfig.csv,CurveAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\TELE\FBAlignmentConfig.csv,FBAlignmentConfig.csv,09:39 02/03/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\TELE\MTFHaroAlignmentConfig.csv,MTFHaroAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\TELE\SaAlignmentConfig.csv,SaAlignmentConfig.csv,13:00 10/05/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\WIDE\alignmentConfig.csv,alignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\WIDE\balanceAlignmentConfig.csv,balanceAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\WIDE\CurveAlignmentConfig.csv,CurveAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\WIDE\FBAlignmentConfig.csv,FBAlignmentConfig.csv,08:16 22/02/2016,OK
AA022N,\\192.168.2.93\Confign\Alignment\WIDE\MTFHaroAlignmentConfig.csv,MTFHaroAlignmentConfig.csv,08:16 22/02/2016,OK
