FilePath,FileName,NumberLine,Header,End,Status
AA038,\\192.168.2.101\d3\22年05月03日_d3,T-MTF_2022.05.03_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月04日_d3,T-MTF_2022.05.04_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月05日_d3,T-MTF_2022.05.05_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月06日_d3,T-MTF_2022.05.06_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月07日_d3,T-MTF_2022.05.07_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月09日_d3,T-MTF_2022.05.09_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月10日_d3,T-MTF_2022.05.10_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月11日_d3,T-MTF_2022.05.11_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月12日_d3,T-MTF_2022.05.12_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月13日_d3,T-MTF_2022.05.13_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月14日_d3,T-MTF_2022.05.14_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月16日_d3,T-MTF_2022.05.16_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月17日_d3,T-MTF_2022.05.17_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月18日_d3,T-MTF_2022.05.18_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月19日_d3,T-MTF_2022.05.19_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月20日_d3,T-MTF_2022.05.20_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月21日_d3,T-MTF_2022.05.21_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月23日_d3,T-MTF_2022.05.23_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月24日_d3,T-MTF_2022.05.24_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月25日_d3,T-MTF_2022.05.25_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月26日_d3,T-MTF_2022.05.26_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月27日_d3,T-MTF_2022.05.27_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月28日_d3,T-MTF_2022.05.28_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月30日_d3,T-MTF_2022.05.30_d3.csv,,,,OK
AA038,\\192.168.2.101\d3\22年05月31日_d3,T-MTF_2022.05.31_d3.csv,,,,OK
