FilePath,FileName,NumberLine,Header,End,Status
AA038,\\192.168.2.57\d3\22年04月01日_d3,T-MTF_2022.04.01_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月02日_d3,T-MTF_2022.04.02_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月04日_d3,T-MTF_2022.04.04_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月05日_d3,T-MTF_2022.04.05_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月06日_d3,T-MTF_2022.04.06_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月07日_d3,T-MTF_2022.04.07_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月08日_d3,T-MTF_2022.04.08_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月09日_d3,T-MTF_2022.04.09_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月12日_d3,T-MTF_2022.04.12_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月13日_d3,T-MTF_2022.04.13_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月14日_d3,T-MTF_2022.04.14_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月15日_d3,T-MTF_2022.04.15_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月16日_d3,T-MTF_2022.04.16_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月18日_d3,T-MTF_2022.04.18_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月19日_d3,T-MTF_2022.04.19_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月20日_d3,T-MTF_2022.04.20_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月21日_d3,T-MTF_2022.04.21_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月22日_d3,T-MTF_2022.04.22_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月23日_d3,T-MTF_2022.04.23_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月25日_d3,T-MTF_2022.04.25_d3.csv,,,,OK
AA038,\\192.168.2.57\d3\22年04月26日_d3,T-MTF_2022.04.26_d3.csv,,,,OK
