FilePath,FileName,NumberLine,Header,End,Status
AB070S,\\192.168.2.99\d3s\23年04月01日_d3,T-MTF_2023.04.01_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月02日_d3,T-MTF_2023.04.02_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月03日_d3,T-MTF_2023.04.03_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月04日_d3,T-MTF_2023.04.04_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月05日_d3,T-MTF_2023.04.05_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月06日_d3,T-MTF_2023.04.06_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月07日_d3,T-MTF_2023.04.07_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月08日_d3,T-MTF_2023.04.08_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月09日_d3,T-MTF_2023.04.09_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月15日_d3,T-MTF_2023.04.15_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月17日_d3,T-MTF_2023.04.17_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月18日_d3,T-MTF_2023.04.18_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月19日_d3,T-MTF_2023.04.19_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月20日_d3,T-MTF_2023.04.20_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月21日_d3,T-MTF_2023.04.21_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月22日_d3,T-MTF_2023.04.22_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月23日_d3,T-MTF_2023.04.23_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月24日_d3,T-MTF_2023.04.24_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月25日_d3,T-MTF_2023.04.25_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月26日_d3,T-MTF_2023.04.26_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月27日_d3,T-MTF_2023.04.27_d3.csv,,,,OK
AB070S,\\192.168.2.99\d3s\23年04月28日_d3,T-MTF_2023.04.28_d3.csv,,,,OK
